Device,Model,MaxNumSeqs,MaxNumBatchedTokens,TensorParallelSize,MaxModelLen,Dataset,InputLen,OutputLen,ExpectedETEL
h100-8,google/gemma-3-27b-it,256,4096,8,1152,sonnet,1000,100
